id,type,text1,text2,text3,notes
diableavionics_avalanche,SHIP,"第七代'雪崩'{MBW}是一架披着狼皮的怪物。不仅配备了厚重的装甲，且标志性{D64-FLAK}霰弹炮，雷霆导弹与瑞克森的致命组合，使'雪崩'仅在纸面数据上就看起来非常危险。事实上，工程师们还为此给它内置了一种过载系统来使其在数秒内发挥出极限性能，而这仅是这块令人印象深刻的蛋糕上的一颗樱桃而已。

作为第七代万泽的多面手，雪崩-级凭借其压倒性的体型，使它在打击战机与护卫舰时，更具破坏力，并在适当的支援下，也能威胁到较大的战舰。此外，所配备的触觉适应装置，让内部的驾驶者在精细操作或打捞任务中游刃有余。而那些王牌飞行员总愿意利用雪崩-级来完成'不可能'的特别行动，如在不被发现的前提下在空间站内安装炸弹，或直接在运输机中劫走敌方重要军官。",,,
,,,,,
,,,,,
# BLIZZAIA,,,,,
,,,,,
,,,,,
diableavionics_blizzaia,SHIP,"完美填补了与战意-级等突击型万泽联队协同作战时所缺失的重型火力。尽管它足以摧毁星域中最强大的战舰，但较低的航速导致其非常容易遭到火力拦截，因此建议配合一些轻型护航编队的掩护，来确保它们在存活的前提下，造成更多破坏。

一架相当于搭载有{D13-4}的'金蝉'榴弹发射器和一门轻型自动炮的轰炸机。鉴于早期型号的榴弹引爆定时器有些问题，而导致经常击中友军，而因此延长了引爆时间，尽管让这些难以预测的爆炸物从敌舰身边飘荡，起初听起来确实不错，但让自己舰队被迫飞过它们的时候，那就并不有趣了。",,,
,,,,,
,,,,,
# ZEPHYR,,,,,
,,,,,
,,,,,
diableavionics_zephyr,SHIP,"诞生于勇士-级与渡鸦-级之前的一种早期第九代万泽设计。对于前者来说，这种通过物理组件重构技术{(又称通用框架)}证明了多能量武器配置的概念化设计的有效性。而对于后者，在体积方面印证了在兼容于万泽维修龙门架的同时，保证了大型万泽联队具备与护卫舰相提并论的战力。

尽管在设计之初采用了传统控制模式，但由于风神-级曾一度成为改进{S}型神经链接模块的实验机，(如今的现代化版本已经采用蓝图所设计的默认驾驶舱，并只接受手动操控模式)。不幸的是，鉴于训练有素的{S}型飞行员持续短缺，导致约{67%}的风神-级在退出生产线后就立即接受传统驾驶舱的改装，而这一事实经常被当时政府认为是一种毫无意义的资源浪费。",,,
,,,,,
,,,,,
# VALIANT,,,,,
,,,,,
,,,,,
diableavionics_valiant,SHIP,"作为万泽技术的巅峰之作，勇士-级依靠重新配置推力配比，来达到最高航速的能力，使其获得了{""多面体""}的称号。而这一标志性的技术突破，不仅使它成为战场上最快的万泽，还弥补了其它型号的一个重要缺陷。除了速度，配备有护盾的勇士-级凭借微型导弹发射器、小型电磁步枪以及点防御系统，使其具备出色生存能力的同时，拥有对抗任何类型目标的能力。理所当然的是，令人印象深刻的价格标签也是一大亮点之一。

尽管这种改造版的万泽非常稀有，但它们优异的表现依旧不容忽视。勇士-级作为第九代万泽联队，它们不仅配备了昂贵的微型{TX-5}全盾系统以及先进的能量武器，还拥有可变式船体框架与机械组件，以最大限度地增加引擎的能量配给。

由于操作勇士-级需要持续切换多种控制模式，使飞行员大多都需要通过外科手术植入被称为{S}型神经链接模块，使其可直接从运动神经元映射指令。不幸的是，所有植入{S}型模块的飞行员中，尽管有近七成没有出现明显的副作用，但仍有两成在与万泽断连后会出现中度到重度的记忆丧失，而其余的人将会出现多重人格障碍，精神疾病甚至是脑死亡。而那些没能撑下来的人，则会被追授二等荣誉勋章。",,,
,,,,,
,,,,,
# RAVEN,,,,,
,,,,,
,,,,,
diableavionics_raven,SHIP,"11}型渡鸦-级作为最沉重的第九代万泽，由于机体比第七代整整增加了{50%，因此才可容纳标准版的舰载武器、相位漂移系统以及巨大的烧蚀纳米装甲。而掘墓者{HMC}与格罗斯线性突击炮的致命组合，使其能轻易威胁到重型舰船。

虽然采用三驾驶舱的设计，以帮助减少操纵者的工作量，但依旧可让具备{S}型神经模块的飞行员单独驾驶。基于扩展后的{MULS-P2}标准第九代工艺，尽管该设计特意拓宽了整体框架的体积与质量，但仍无法在搭载闪烁系统的同时加入{TX-5}护盾发生器。由于渡鸦-级采用了轻质但笨重的纳米结构与超轻型装甲纳米复合材料，但这种先进工艺目前依旧无法大规模生产，因此渡鸦-级即便是在{恶魔航电}的舰队中依旧非常罕见。",,,
,,,,,
,,,,,
,,,,,
,,,,,
####################,,,,,
##                ##,,,,,
##    WEAPONS     ##,,,,,
##                ##,,,,,
####################,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
# BALLISTIC WEAPONS,,,,,
# BALLISTIC WEAPONS,,,,,
# BALLISTIC WEAPONS,,,,,
,,,,,
,,,,,
# IBIS,,,,,
,,,,,
,,,,,
diableavionics_ibis,WEAPON,综合弹道拦截系统是{恶魔航电}舰队的主流{CIWS}解决方案，因出色的拦截率，而通常作为战舰与万泽对空防御的最后一道防线。,点防御,,
,,,,,
diableavionics_raptor,WEAPON,"通过加长的双联炮管，使这类升级后的{IBIS}拥有更好的射程与破坏力。而作为防御火力网的重要组成部分，其优秀的兼容性，使最普通的舰船也能安装这种强大的防御系统。因此，可靠、便捷、高效即是猛禽的代言词。

当用以打击装甲受损的舰体时，其咄咄逼人的破坏力也不禁让人眼前一亮，但这样往往会分散拦截{AI}的注意力，并被来袭的导弹趁虚而入。",点防御,,
,,,,,
,,,,,
# RECSON,,,,,
,,,,,
,,,,,
diableavionics_recson,WEAPON,"这种毁灭性的动能炮，不仅能迅速撕开大部分护盾，还能以惊人的速度劈开轻甲目标的舰体。短管和超大的炮弹使其精确度并不出色，但优秀的射程却足以弥补这个缺点。

具备激光冷却系统的磁轨炮，能发射出致密的钼钨合金棒，当命中护盾时，该弹药产生的独特波浪反应能迅速降低护盾效能，直至最终失效。",突击,,
,,,,,
diableavionics_recson2,WEAPON,"作为{恶魔航电}最具标志性的武器设计之一，这种毁灭性的双联装动能炮，不仅能迅速撕开大部分护盾，还能以惊人的速度劈开轻甲目标。

瑞克森{V}是一种配备双电磁加速器与激光冷却系统的复杂武器。尽管相对低效，但过程却非常之快，从而允许武器在没有太多热磨损的情况下，在整场战斗中保持压制火力。经测试，特殊的钼钨合金棒在命中护盾时会产生破坏性的波动，从而迅速降低护盾效能，直至最终失效。",突击,,
,,,,,
,,,,,
# ARTASSAULT,,,,,
,,,,,
,,,,,
diableavionics_artassault,WEAPON,"发射高爆弹的速射式转轮突击炮。虽然极高的射速降低了精确度，但依旧能轻易威胁到护卫级的轻型装甲。

M}66}阿特赛转轮突击炮是一种应用于打击与逃跑战术的突击武器。随着{5}枚等离子弹头被高速射出，阿特赛所爆发出的惊人火力，绝对是那些海盗或民用舰所不愿看到的。

为了提高可靠性，该炮利用后坐力来进行液态冷却，以使冷却液在硬质合金枪管与外部铝制结构管间的微管套内持续循环冷却。",突击,,
,,,,,
diableavionics_artdeux,WEAPON,"独特的双联速射式火炮，拥有压倒性的火力与良好的射程。

尽管}M}266}'阿特克斯'使用了M}66}'阿特赛'同口径的弹药，但因采用了弹链式供弹具，而使其备弹量大大提高，此外，加长的炮管不仅让它的射程与精度都有明显提升，但受到过热方面的影响，使其每次命中的冲击力稍有下降。无论如何，'阿特克斯'其压倒性的破坏力将成为大多数敌方舰长不可逾越的心理障碍，这不仅迫使他们需要更谨慎的战斗，也迫使他们放弃了最关键的主动权。",突击,,
,,,,,
,,,,,
# GRAVE,,,,,
,,,,,
,,,,,
diableavionics_graveac,WEAPON,"将强大的反护盾利器小型化后的成功案例。尽管这种野蛮的打击武器具备极高的破坏潜力，但较长的重装时间，使其压制力非常糟糕。

该设计与它的大兄弟'掘墓者{HMC'共享了大量的组件，尤其是相同的高端弹药，而导致造价比较合理，且维护简单。而这两款武器的批量订单均在'大崩塌'前都有很大的折扣力度。",突击,,
 ,,,,,
diableavionics_gravemg,WEAPON,"能持续发射电热化学穿透弹的速射突击炮，对那些注重破坏力而非射程的船长来说，它总是一个不错的选择。

该武器的心脏当属装填的独特弹药：一种通过等离子体催化的液体推进剂，所驱动的高密度接触融合式的穿甲弹。当与标准护盾撞击时，二次装药将被引爆，并在弹丸已经拥有相当高的速度上增加能量，从而形成一举两得的高度破坏性。由于反应剂在不受电流作用时是惰性的，因此弹药被炸毁的风险有所减轻。",突击,,
,,,,,
,,,,,
# GLOWTUSK LINEAR RIFLE,,,,,
,,,,,
,,,,,
diableavionics_glowtusk,WEAPON,"格罗斯线性突击炮采用了一种相对古老的技术，而这就是为什么仍然使用相当不人道的核裂变燃料棒来作为所装填的弹药。但不可否认，这种原始炮弹不仅能有效破坏装甲，还能稍微削弱较弱的护盾。

仅仅只需几步，这种野蛮且漠视人类生命的残暴武器就能发挥出全部功效。由于会以极高的速度将这种复合铀燃料棒迅速推出，以此使其在接触到固体表面时立即开始核裂变，但也正因如此，导致它对护盾的穿透力比较糟糕，可一旦侥幸绕过这层防护，其产生的爆炸效果则是非常壮观的。

虽然在太空作战中可被容忍，但考虑到这种武器可被应用到大气乃至地面作战中，它们会产生持续时间极长的放射性沉降物的特性会被认为触犯了战争罪。正因如此，'大崩塌'前的{人之领}对{恶魔航电}的审判迫使他们的武器部门修改了裂变棒的组成，将产生出的同位素的半衰期限制在{50}万年以下，这一禁令则被当时的批评家们评价为：'简直就是种侮辱且毫无意义'。",支援,,
,,,,,
,,,,,
# MOSTRO CANNON ARRAY,,,,,
,,,,,
,,,,,
diableavionics_mostro,WEAPON,"大型四联装加农炮阵列，旨在以惊人的破坏力撕裂星舰装甲。但高密度的等离子体炮弹，意味着射程与效率方面并不出色。

基于掘墓者{HMC}与阿特赛而制成的大型武器。利用掘墓者复杂的发射机理以及阿特赛的等离子弹头技术，莫斯特罗能每分钟发射近{120}枚反装甲弹，其蕴含的爆炸力足以在短时间内击破任何装甲，大量的弹药也令敌人难以规避。鉴于{恶魔航电}的战舰均拥有不错的机动性，它略显不足的射程是可以被接受的妥协。",突击,,
,,,,,
,,,,,
# OPFER GV SUPPRESSION ARTILLERY,,,,,
,,,,,
,,,,,
diableavionics_opfergv,WEAPON,"围绕四门重型转轮机枪建造成的大型武器系统。由于能对任何护盾造成巨大压力，而使'牺牲者'成为了{恶魔航电}最臭名昭著的武器。

这款武器的巨大体积几乎无法掩盖其设计时的野蛮风格。虽然已经有无数的能工巧匠试图减少其整体体积，但'牺牲者'因庞大的冷却装置，而在安装与维护方面几乎没有做出任何让步。因炮塔内有一半的空间均被弹药装填器与冷却元件所塞满，而特意在顶部加装了小型桥梁，来帮助小个子的维修人员迅速解决经常出现的卡壳与过热的问题。",突击,,
,,,,,
,,,,,
# ENERGY WEAPONS,,,,,
# ENERGY WEAPONS,,,,,
# ENERGY WEAPONS,,,,,
,,,,,
,,,,,
# WINEE,,,,,
,,,,,
,,,,,
diableavionics_winee,WEAPON,"经典离子炮的独特分支，这种高速突击武器，以牺牲持续压制力来大幅强化短期爆发力而著称，鉴于所发射的能量弹散布较广，因此建议用以打击大型目标。

可悲的是，作为一种失败的商业投资计划，因早期型号可靠性很差，而导致维护成本非常高昂。尽管如今所有问题均得到解决，但该武器的'好名声'早已家喻户晓，且再多的重塑品牌宣传也无法拯救，最重要的是，它还需要把更可靠且廉价的离子炮作为竞争对手。

早期版本的构想来自于一名匿名高管，目的是提高他们的年终业绩。由于在初期并未出现问题，因此那些早期销售出去的订单确实为这个团队赢得了一大笔奖金。

尽管有人曾强烈抗议说，他们曾就这些问题警告过他们的上级，因为该项目在当时远远无法达到所宣传的效果，但当这些人修复了所有报告的故障点后，整个工程队全员仍遭到解雇。虽然在随后的调查中，他们确实承认应该对该项目的失败负有不可推卸的责任。而分公司的董事会则要求项目高管自行辞职，并给他们提供了一笔丰厚的离职补偿金，来掩盖整个事件。之后，这些工人均未被重新雇佣。",支援,,
,,,,,
,,,,,
# BURCHEL,,,,,
,,,,,
,,,,,
diableavionics_burchel,WEAPON,"简单的振荡介子发射器，具有很高的破坏潜力，但受限于电容器容量，其有效性并不是那么让人满意。

利用介子相位污染力学的原理，通过稳定介子流的寿命，来延长到足够的留存时间用以军事用途。尽管其破坏力没有什么是值得嘲笑的，但使用的融合单元却限制了每次发射周期中，转换介子的总量。即便如此，当用来拦截单一目标时，其所具备的爆发力是其它同类型武器所无法比拟的。",点防御,,
,,,,,
diableavionics_glaux,WEAPON,"沉重的振荡介子发射器阵列，具有极高的破坏潜力，但受限于电容器容量，导致其有效性大打折扣。

格洛激光炮是一种试图利用不稳定的介子与质子间的相互作用而制成的武器，通过使用临时相位立场的包裹，来延长介子的半衰期。作为此类武器的首批原型之一。由于未被小型化，且依旧采用陈旧的量子半导体电容器，因此相较于它的小表弟""布舍尔""，它只能被安装在中型武器槽之中。

使用这种不成熟、效率低下的技术对于一个军事势力来说似乎并不明智，但在早期的开发中，以秘密行动的武器为设计理念就不难猜出这样选择的理由：最大限度的隐蔽性，以及防追踪特性。但其独特的外形却仍成为了一个最为明显的特征，尽管在意料之中，但也迫使对格洛激光炮的进一步改进中使其最终成为传统突击光束武器的替代品。",突击,,
,,,,,
,,,,,
# STATE,,,,,
,,,,,
,,,,,
diableavionics_state,WEAPON,"由双联正电子发射器所组成的中程光束武器，与其它现代光束武器相比，尽管射程较低但更具威胁。

斯塔特正电子发射器系统是一种与舰船主反应堆相连的专用粒子束，由于是利用效率较低的反物质生成来提供能量，因此自身的排斥反应限制了正电子束的有效范围，但也正因如此，使它们更适合扮演一种军用破坏光束。

长期以来，作为小部分{恶魔航电}武器部门特别引以为傲的技术成果，这些公然批评自己国家'太过世俗'的技术狂人们，总会特意避开那些平淡却行之有效的装置，并转而选择一些不寻常但威力较小的东西，并声称越高深莫测的武器将对敌方机组人员的心理带来更负面的影响。虽然有研究承认了这一说法的真实性，但目前还尚不清楚这种权衡能在战略带来多少有利之处。",火力支援,,
,,,,,
,,,,,
# NOCTURNE,,,,,
,,,,,
,,,,,
diableavionics_nocturne,WEAPON,"通过削弱标准离子束的幅能输出率与有效射程而换取触发几率更高的穿盾{EMP}电弧。

经常被误认为光束武器的夜曲，实际上是一种投射高密度纳米电磁铁的古怪发射器，在发射电涌前，该武器将会试图与目标进行物理链接，之后无论成功与否均将激活离敌舰最近的电磁铁，从而扰乱其护盾的扩散循环系统，从而使一种短期且恒定的粒子流越过护盾打击目标舰体本身。",支援,,
,,,,,
,,,,,
# LAZYHORN,,,,,
,,,,,
,,,,,
diableavionics_lazyhorn,WEAPON,"结合了引力操纵与曲速物理而制成的一种高度不稳定的点防御武器。

尽管{恶魔航电}拥有一整套全方位的点防武器系统，但仍无法有效抵挡突如其来的饱和打击。为此，该武器所利用的过时技术可大致概括为：将一种拆卸下的民用超空间核心安装在两组重力控制矩阵上，利用超空间能量作为伪临近电荷，通过使用精确重力井来强制时空塌缩，并临时生成多个可行的超空间点。由于时空塌缩的性质，导致这些点不仅极不稳定，且与任何物质相互作用时，则很容易发生崩溃，因此非常适合作为武器。

由于可实现的梯度非常小，因此无法将这种武器作为合适的反舰武器来使用，但仍完全可以用来对付没有装甲的导弹。",点防御,,
,,,,,
,,,,,
# SRAB,,,,,
,,,,,
,,,,,
diableavionics_srab,WEAPON,"SRAB}制导发射器是一种采矿装置的军事化变种。虽然它的民用版并不适合用来战斗，但这种利用包裹有三氧化氙与制导模块的军用版，依旧能威胁到绝大数电镀装甲。

所发射的弹丸不仅直接以低温结晶的形式直接成型，且因引爆化合物本身即是作为结构体，并没有任何外壳，因此所有电子元件都需固定在炸药上，并通过低功率的激光器对四氧化二氮氙气外层进行局部烧蚀，从而通过简单的接触引信启动引爆。由于这种装置的爆炸会释放出大量的纯氧，而通常会触发目标中的许多电子保险装置，来防止二次起火。

但由于弹丸没有任何保护外壳，因此可能提前爆炸。
",支援,,
,,,,,
,,,,,
# HEXAFIRE,,,,,
,,,,,
,,,,,
diableavionics_hexafire,WEAPON,"能快速装填的单管能量聚变发射器，因在发射时产生较高的幅能，而使该武器能以网格状的方式发射气化后的重元素的小型飞镖。而这些高速、高温、高密度的弹丸也足以威胁到大部分的装甲。

焱式霰弹炮诞生于{""大崩塌""}前几十年里，在此期间的设计迭代中，随着所生产出的弹药越来越复杂且深奥，而导致自动工厂的后勤负担日益繁重，因此，项目负责人最终决定利用最易生产的弹药来制造出一种万能的近战武器，如今该武器不仅获得了多项专利，还通过出口贸易获得了不菲的利润。

该武器的原理非常简单：将一个由轻质导电金属制成的网状圆盘与较重材料制成的薄锥体所组成的发射室，利用高功率电容器对该圆盘施加强电流，使金属残酷地汽化并膨胀，最后通过纯粹的机械力，将其熔化并挤出。

而弹药生产方面同样简单，因为它无需任何电子元件，且完全是惰性的，因此可以安全地存放至炮塔弹药库内。而精度仅受限于弹药的生产工艺规格，这就为以更高的价格出售更高质量的弹药提供可能，而最高级别的弹药，因采用特殊合金制成，即可在接触到目标舰载能量网时造成额外伤害。",突击,,
,,,,,
diableavionics_hexafire2,WEAPON,"能快速装填的双联能量聚变发射器，因在发射时产生较高的幅能，而使该武器能以网格状的方式发射气化后的重元素的小型飞镖。而这些高速、高温、高密度的弹丸也足以威胁到大部分的装甲。

焱式霰弹炮诞生于{""大崩塌""}前几十年里，在此期间的设计迭代中，随着所生产出的弹药越来越复杂且深奥，而导致自动工厂的后勤负担日益繁重，因此，项目负责人最终决定利用最易生产的弹药来制造出一种万能的近战武器，如今该武器不仅获得了多项专利，还通过出口贸易获得了不菲的利润。

该武器的原理非常简单：将一个由轻质导电金属制成的网状圆盘与较重材料制成的薄锥体所组成的发射室，利用高功率电容器对该圆盘施加强电流，使金属残酷地汽化并膨胀，最后通过纯粹的机械力，将其熔化并挤出。

而弹药生产方面同样简单，因为它无需任何电子元件，且完全是惰性的，因此可以安全地存放至炮塔弹药库内。而精度仅受限于弹药的生产工艺规格，这就为以更高的价格出售更高质量的弹药提供可能，而最高级别的弹药，因采用特殊合金制成，即可在接触到目标舰载能量网时造成额外伤害。",突击,,
,,,,,
,,,,,
# UHLAN ARTILLERY,,,,,
,,,,,
,,,,,
diableavionics_uhlan,WEAPON,"曾作为打击非法空间站的重型武器，但通过对瞄准系统与炮口几何形状的改进，使其成为适合战舰搭载的大型远程反舰系统。虽难以安装且精确度糟糕，但却极具破坏力。

这种庞大的机械阵列通常都是远程作战行动中的尾声。枪骑兵建立在一种庞大的散热元件与大型聚焦隧道系统之上，并通过将三个垂直的激光组件堆叠至{40}米长的{X}射线镜面隧道的{""枪管""}之中。由于武器本身要求在膛内引爆融核电荷，以便为激光器提供能源，但在这种机制下的内部组件居然未被高温所瞬间气化的原理，至今依旧是个未解之谜。但一些直觉敏锐的人却从中发现，该武器除了配备了超大型的散热器，其尾部不仅在发射期间逐渐向后位移，且众所周知的是，一些未知的重力与相位异常读数都发生在这处后膛区域，或许这可能与某种深奥的冷却技术有关。",突击,,
,,,,,
,,,,,
# MISSILE WEAPONS,,,,,
# MISSILE WEAPONS,,,,,
# MISSILE WEAPONS,,,,,
,,,,,
,,,,,
# BANISH,,,,,
,,,,,
,,,,,
diableavionics_banishsmall,WEAPON,"用于粉碎目标或压制护盾的一种具有简并性弹头的特殊鱼雷，但在反装甲方面要弱于传统鱼雷。由于弹头在发射后将产生极高的干扰波，而使任何类型的制导系统失效，因此才被迫采用了预先瞄准的方式来发射鱼雷。

较高的维护成本与弹药储存难度，使这种简并性武器在这片星域中是比较罕见的。事实上，该鱼雷的弹头内含有一对微颗粒状的简并物质，在高速碰撞时，将会产生微秒级的黑洞，并在相互作用后崩溃。然而，要维持微妙的能量平衡来稳定弹头内的简并物质是一项艰巨的任务。

为了防止致命事故的发生，弹头采用了极为厚重和装甲，来物理隔离外界环境，以防止不必要的引爆。而这种重装防护的唯一优势，就是让该鱼雷拥有较高的抗拦截能力。",打击,,
,,,,,
diableavionics_banish,WEAPON,"用于粉碎目标或压制护盾的一种具有简并性弹头的特殊鱼雷，但在反装甲方面要弱于传统鱼雷。由于弹头在发射后将产生极高的干扰波，而使任何类型的制导系统失效，因此才被迫采用了预先瞄准的方式来发射鱼雷。

较高的维护成本与弹药储存难度，使这种简并性武器在这片星域中是比较罕见的。事实上，该鱼雷的弹头内含有一对微颗粒状的简并物质，在高速碰撞时，将会产生微秒级的黑洞，并在相互作用后崩溃。然而，要维持微妙的能量平衡来稳定弹头内的简并物质是一项艰巨的任务。

为了防止致命事故的发生，弹头采用了极为厚重和装甲，来物理隔离外界环境，以防止不必要的引爆。而这种重装防护的唯一优势，就是让该鱼雷拥有较高的抗拦截能力。",打击,,
,,,,,
,,,,,
# MAGICBOX,,,,,
,,,,,
,,,,,
diableavionics_magicbox,WEAPON,"简单的直击式防空导弹，配备有定向爆炸的破片弹头，旨在用于快速拦截来袭的敌方导弹。通过适度存储待发导弹，即可在短时间内连续摧毁多处威胁。

最初的规格要求是，不仅能摧毁'鱼叉'导弹，也能威胁轻型战机。然而设计一种足够轻的弹头，且不妨碍导弹机动性，但破坏力却要足以击溃攻击机的装甲，显然是有些痴人说梦。尽管这些闪电般快速的导弹对飞行员有着不小的心理负担，但由于破坏力无法击穿大部分的战机装甲，因此，AI}制导系统已被设定成只考虑非装甲导弹的威胁。",点防御,,
,,,,,
,,,,,
# MICROMISSILES,,,,,
,,,,,
,,,,,
diableavionics_micromissile,WEAPON,"经常被应用于大多数{恶魔航电}的产品当中，旨在利用源源不断的数量优势，来干扰或破坏敌舰的防御火力，并造成一些轻微伤害。

这些先进的导弹依靠随机目标拦截算法，来混淆敌方的点防御火力，以使其暴露在主火力的打击之下，并协助舰队中的万泽联队来完成任务。此外，他们还在各方面巧妙地增强了舰队的战力，比如迫使敌方时刻保持护盾，从而限制其机动性。虽然少量使用效果不佳，但它们的实力同样随数量的增加而急剧上升，并且由于其备弹量几乎是无限的，这也就意味着它们将在整场战斗中成为拖垮敌人的消耗品。",火力支援,,
,,,,,
diableavionics_microbuiltin,WEAPON,"经常被应用于大多数{恶魔航电}的产品当中，旨在利用源源不断的数量优势，来干扰或破坏敌舰的防御火力，并造成一些轻微伤害。

这些先进的导弹依靠随机目标拦截算法，来混淆敌方的点防御火力，以使其暴露在主火力的打击之下，并协助舰队中的万泽联队来完成任务。此外，他们还在各方面巧妙地增强了舰队的战力，比如迫使敌方时刻保持护盾，从而限制其机动性。虽然少量使用效果不佳，但它们的实力同样随数量的增加而急剧上升，并且由于其备弹量几乎是无限的，这也就意味着它们将在整场战斗中成为拖垮敌人的消耗品。",火力支援,,
,,,,,
diableavionics_microarray,WEAPON,"这种安装在旋流-级侧翼上的微型导弹阵列，旨在利用数量上的优势，来大幅干扰或破坏敌舰的防御火力，并以稳定的速度摧毁装甲。

这些先进的导弹依靠随机目标拦截算法，来混淆敌方的点防御火力，以使其暴露在主火力的打击之下，并协助舰队中的万泽联队来完成任务。此外，他们还在各方面巧妙地增强了舰队的战力，比如迫使敌方时刻保持护盾，从而限制其机动性。虽然少量使用效果不佳，但它们的实力同样随数量的增加而急剧上升，并且由于其备弹量几乎是无限的，这也就意味着它们将在整场战斗中成为拖垮敌人的消耗品。",火力支援,,
,,,,,
diableavionics_microcluster,WEAPON,"这种安装在阵风-级侧翼上的微型导弹系统，旨在利用数量上的优势，来干扰或破坏敌舰的防御火力，并以稳定的速度削弱装甲。

这些先进的导弹依靠随机目标拦截算法，来混淆敌方的点防御火力，以使其暴露在主火力的打击之下，并协助舰队中的万泽联队来完成任务。此外，他们还在各方面巧妙地增强了舰队的战力，比如迫使敌方时刻保持护盾，从而限制其机动性。虽然少量使用效果不佳，但它们的实力同样随数量的增加而急剧上升，并且由于其备弹量几乎是无限的，这也就意味着它们将在整场战斗中成为拖垮敌人的消耗品。",火力支援,,
,,,,,
diableavionics_microcluster2,WEAPON,"这种安装在混乱-级后方的微型导弹系统，旨在利用数量上的优势，来干扰或破坏敌舰的防御火力，并以稳定的速度削弱装甲。

这些先进的导弹依靠随机目标拦截算法，来混淆敌方的点防御火力，以使其暴露在主火力的打击之下，并协助舰队中的万泽联队来完成任务。此外，他们还在各方面巧妙地增强了舰队的战力，比如迫使敌方时刻保持护盾，从而限制其机动性。虽然少量使用效果不佳，但它们的实力同样随数量的增加而急剧上升，并且由于其备弹量几乎是无限的，这也就意味着它们将在整场战斗中成为拖垮敌人的消耗品。",火力支援,,
,,,,,
diableavionics_microcluster_left,WEAPON,"这种安装在暴风-级侧翼上的微型导弹系统，旨在利用数量上的优势，来干扰或破坏敌舰的防御火力，并以稳定的速度削弱装甲。

这些先进的导弹依靠随机目标拦截算法，来混淆敌方的点防御火力，以使其暴露在主火力的打击之下，并协助舰队中的万泽联队来完成任务。此外，他们还在各方面巧妙地增强了舰队的战力，比如迫使敌方时刻保持护盾，从而限制其机动性。虽然少量使用效果不佳，但它们的实力同样随数量的增加而急剧上升，并且由于其备弹量几乎是无限的，这也就意味着它们将在整场战斗中成为拖垮敌人的消耗品。",火力支援,,
,,,,,
diableavionics_microarrayM,WEAPON,"这种安装在魔窟-级侧翼上的微型导弹阵列，旨在利用数量上的优势，来干扰或破坏敌舰的防御火力，并以稳定的速度削弱装甲。

这些先进的导弹依靠随机目标拦截算法，来混淆敌方的点防御火力，以使其暴露在主火力的打击之下，并协助舰队中的万泽联队来完成任务。此外，他们还在各方面巧妙地增强了舰队的战力，比如迫使敌方时刻保持护盾，从而限制其机动性。虽然少量使用效果不佳，但它们的实力同样随数量的增加而急剧上升，并且由于其备弹量几乎是无限的，这也就意味着它们将在整场战斗中成为拖垮敌人的消耗品。",火力支援,,
,,,,,
,,,,,
# THUNDERBOLT,,,,,
,,,,,
,,,,,
diableavionics_thunderboltsmall,WEAPON,"搭载有中等当量接触式核弹头的一种专用短程导弹，其爆炸时所迸发出的等离子体射流将会击穿装甲受损的战舰。

FV-24}雷霆轻型导弹，其内部构造由模块化的传感器封装，与被夹在轻质非晶合金电镀层之间的三重核型电荷弹头所组成。且在开发期间，由于将大部分成本用于精炼融核电荷，使其潜在破坏力被显著提高。考虑到该导弹本身就具备不俗的穿透力，因此当命中装甲损坏的船体时，其产生的冲击波会将脆弱的机械，装甲板与机组成员从破碎的孔洞中驱逐出去。",火力支援,,
,,,,,
diableavionics_thunderboltpod,WEAPON,"雷霆发射器的中型挂载版本。配有电磁发射轨道和高速旋转装填机，使其具备出色的火力支援能力。

FV-24}雷霆轻型导弹，其内部构造由模块化的传感器封装，与被夹在轻质非晶合金电镀层之间的三重核型电荷弹头所组成。且在开发期间，由于将大部分成本用于精炼融核电荷，使其潜在破坏力被显著提高。考虑到该导弹本身就具备不俗的穿透力，因此当命中装甲损坏的船体时，其产生的冲击波会将脆弱的机械，装甲板与机组成员从破碎的孔洞中驱逐出去。

与普通版本相比，这种放大后的改造方案有一大优势：就是该导弹的强度足以承受轨道发射系统的弹射力，而使其获得优秀的初速，从而在近距离发射时，足以通过纯粹的速度绕过目标的点防御火力网。",火力支援,,
,,,,,
diableavionics_strifethunderbolt,WEAPON,搭载有中等当量接触式核弹头的一种专用短程导弹，其爆炸时所迸发出的等离子体射流将会击穿装甲受损的战舰。,火力支援,,
,,,,,
,,,,,
# PLOVER,,,,,
,,,,,
,,,,,
diableavionics_plover,WEAPON,"FV-24}雷霆导弹的前身，这种高功率的火箭采用了固体火箭发动机与前者同类型的核弹头，且具备基本的姿态稳定功能。

FV-16}啄木鸟重型火箭，采用一种相对简单的锥形构造设计。由于每个火箭均携带有两枚附着在钨板上的核弹头，配合超高速的等离子体射流，使其足以击穿星舰的标准装甲。",突击,,
,,,,,
,,,,,
# THRUSH,,,,,
,,,,,
,,,,,
diableavionics_thrush,WEAPON,混合型双联远程拦截系统，能发射两枚配有大当量弹头的高速导弹。,火力支援,,
,,,,,
,,,,,
# SPECIAL,,,,,
# SPECIAL,,,,,
# SPECIAL,,,,,
,,,,,
,,,,,
# VERSANT,,,,,
,,,,,
,,,,,
